shift_player_key,shift_key,game_id,season_id,shift_index,player_id,player_name,player_number,venue,slot,position,team_name,team_id,period,shift_duration,player_rating,opp_avg_rating,rating_advantage,gf_all,ga_all,pm_all,gf_adj,ga_adj,pm_adj,cf,ca,cf_pct,cf_adj,ca_adj,logical_shift_number,cumulative_duration,shift_duration_id
SP1896900001AF1,SH1896900001,18969,N20252026F,1,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,82.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,2,2,50.0,1.9,2.1052631578947367,1,82.0,SD04
SP1896900007AF1,SH1896900007,18969,N20252026F,7,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,102.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,1,2,33.33333333333333,2.1,0.9523809523809524,2,184.0,SD05
SP1896900008AF1,SH1896900008,18969,N20252026F,8,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,7.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,1.05,0.0,2,191.0,SD01
SP1896900009AF1,SH1896900009,18969,N20252026F,9,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,16.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,2,207.0,SD01
SP1896900010AF1,SH1896900010,18969,N20252026F,10,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,9.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,2,216.0,SD01
SP1896900011AF1,SH1896900011,18969,N20252026F,11,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,25.0,6,3.6,2.4,0,1,-1,0.0,1.1111111111111112,-1.1111111111111112,1,1,50.0,0.9,1.1111111111111112,2,241.0,SD01
SP1896900017AF1,SH1896900017,18969,N20252026F,17,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,6.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,247.0,SD01
SP1896900018AF1,SH1896900018,18969,N20252026F,18,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,7.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,254.0,SD01
SP1896900019AF1,SH1896900019,18969,N20252026F,19,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,14.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,268.0,SD01
SP1896900020AF1,SH1896900020,18969,N20252026F,20,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,18.0,6,4.4,1.5999999999999996,0,0,0,0.0,0.0,0.0,1,1,50.0,1.1,0.9090909090909092,3,286.0,SD01
SP1896900021AF1,SH1896900021,18969,N20252026F,21,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,56.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,3,0,100.0,0.0,2.857142857142857,3,342.0,SD03
SP1896900022AF1,SH1896900022,18969,N20252026F,22,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,57.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,1,0,100.0,0.0,1.0,3,399.0,SD03
SP1896900027AF1,SH1896900027,18969,N20252026F,27,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,65.0,6,4.4,1.5999999999999996,0,0,0,0.0,0.0,0.0,0,1,0.0,1.1,0.0,4,464.0,SD04
SP1896900028AF1,SH1896900028,18969,N20252026F,28,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,78.0,6,4.4,1.5999999999999996,0,0,0,0.0,0.0,0.0,0,3,0.0,3.3000000000000003,0.0,4,542.0,SD04
SP1896900029AF1,SH1896900029,18969,N20252026F,29,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,1.0,59.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,4,601.0,SD03
SP1896900034AF1,SH1896900034,18969,N20252026F,34,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,67.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,3,0.0,2.85,0.0,5,668.0,SD04
SP1896900035AF1,SH1896900035,18969,N20252026F,35,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,19.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,2,0.0,2.1,0.0,5,687.0,SD01
SP1896900036AF1,SH1896900036,18969,N20252026F,36,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,33.0,6,4.6,1.4000000000000004,0,0,0,0.0,0.0,0.0,0,2,0.0,2.3,0.0,5,720.0,SD02
SP1896900040AF1,SH1896900040,18969,N20252026F,40,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,20.0,6,3.6,2.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,740.0,SD01
SP1896900041AF1,SH1896900041,18969,N20252026F,41,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,4.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,744.0,SD01
SP1896900042AF1,SH1896900042,18969,N20252026F,42,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,29.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.95,0.0,6,773.0,SD01
SP1896900043AF1,SH1896900043,18969,N20252026F,43,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,38.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,3,2,60.0,1.9,3.1578947368421053,6,811.0,SD02
SP1896900044AF1,SH1896900044,18969,N20252026F,44,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,27.0,6,3.6,2.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,838.0,SD01
SP1896900053AF1,SH1896900053,18969,N20252026F,53,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,124.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,2,1,66.66666666666666,1.0,2.0,7,962.0,SD05
SP1896900054AF1,SH1896900054,18969,N20252026F,54,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,16.0,6,3.6,2.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,978.0,SD01
SP1896900055AF1,SH1896900055,18969,N20252026F,55,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,14.0,6,3.6,2.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,992.0,SD01
SP1896900056AF1,SH1896900056,18969,N20252026F,56,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,13.0,6,3.6,2.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1005.0,SD01
SP1896900063AF1,SH1896900063,18969,N20252026F,63,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,2.0,94.0,6,4.25,1.75,0,0,0,0.0,0.0,0.0,0,1,0.0,1.0625,0.0,8,1099.0,SD05
SP1896900065AF1,SH1896900065,18969,N20252026F,65,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,35.0,6,4.0,2.0,1,0,1,1.0,0.0,1.0,0,1,0.0,1.0,0.0,9,1134.0,SD02
SP1896900066AF1,SH1896900066,18969,N20252026F,66,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,48.0,6,3.4,2.6,0,0,0,0.0,0.0,0.0,2,0,100.0,0.0,2.3529411764705883,9,1182.0,SD03
SP1896900067AF1,SH1896900067,18969,N20252026F,67,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,52.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,2,0.0,1.9,0.0,9,1234.0,SD03
SP1896900068AF1,SH1896900068,18969,N20252026F,68,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,16.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,2,0.0,1.9,0.0,9,1250.0,SD01
SP1896900069AF1,SH1896900069,18969,N20252026F,69,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,17.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,9,1267.0,SD01
SP1896900074AF1,SH1896900074,18969,N20252026F,74,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,73.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,2,1,66.66666666666666,1.0,2.0,10,1340.0,SD04
SP1896900075AF1,SH1896900075,18969,N20252026F,75,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,13.0,6,4.0,2.0,0,1,-1,0.0,1.0,-1.0,1,1,50.0,1.0,1.0,10,1353.0,SD01
SP1896900080AF1,SH1896900080,18969,N20252026F,80,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,11.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,11,1364.0,SD01
SP1896900081AF1,SH1896900081,18969,N20252026F,81,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,50.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,1,1,50.0,0.95,1.0526315789473684,11,1414.0,SD03
SP1896900082AF1,SH1896900082,18969,N20252026F,82,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,2.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,11,1416.0,SD01
SP1896900083AF1,SH1896900083,18969,N20252026F,83,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,34.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,11,1450.0,SD02
SP1896900084AF1,SH1896900084,18969,N20252026F,84,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,22.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,2,0.0,2.0,0.0,11,1472.0,SD01
SP1896900085AF1,SH1896900085,18969,N20252026F,85,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,16.0,6,4.4,1.5999999999999996,0,0,0,0.0,0.0,0.0,1,0,100.0,0.0,0.9090909090909092,11,1488.0,SD01
SP1896900090AF1,SH1896900090,18969,N20252026F,90,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,42.0,6,4.2,1.7999999999999998,0,2,-2,0.0,1.9047619047619049,-1.9047619047619049,4,2,66.66666666666666,2.1,3.809523809523809,12,1530.0,SD02
SP1896900091AF1,SH1896900091,18969,N20252026F,91,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,69.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,2,0.0,2.1,0.0,12,1599.0,SD04
SP1896900092AF1,SH1896900092,18969,N20252026F,92,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,15.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,12,1614.0,SD01
SP1896900093AF1,SH1896900093,18969,N20252026F,93,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,9.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,12,1623.0,SD01
SP1896900094AF1,SH1896900094,18969,N20252026F,94,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,15.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,1.05,0.0,12,1638.0,SD01
SP1896900095AF1,SH1896900095,18969,N20252026F,95,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,10.0,6,3.8,2.2,0,0,0,0.0,0.0,0.0,0,1,0.0,0.95,0.0,12,1648.0,SD01
SP1896900097AF1,SH1896900097,18969,N20252026F,97,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,24.0,6,4.0,2.0,0,0,0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,13,1672.0,SD01
SP1896900098AF1,SH1896900098,18969,N20252026F,98,P100001,Sam Downs,70,away,forward_1,F1,Velodrome,N10010,3.0,58.0,6,4.2,1.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,1.05,0.0,13,1730.0,SD03
SP1896900002AF2,SH1896900002,18969,N20252026F,2,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,1.0,79.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,1,0.0,0.95,0.0,1,79.0,SD04
SP1896900003AF2,SH1896900003,18969,N20252026F,3,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,1.0,9.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,88.0,SD01
SP1896900004AF2,SH1896900004,18969,N20252026F,4,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,1.0,29.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,117.0,SD01
SP1896900005AF2,SH1896900005,18969,N20252026F,5,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,1.0,4.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,121.0,SD01
SP1896900006AF2,SH1896900006,18969,N20252026F,6,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,1.0,8.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,129.0,SD01
SP1896900018AF3,SH1896900018,18969,N20252026F,18,P100002,Kevin White,91,away,forward_3,F3,Velodrome,N10010,1.0,7.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,2,136.0,SD01
SP1896900019AF3,SH1896900019,18969,N20252026F,19,P100002,Kevin White,91,away,forward_3,F3,Velodrome,N10010,1.0,14.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,2,150.0,SD01
SP1896900020AF3,SH1896900020,18969,N20252026F,20,P100002,Kevin White,91,away,forward_3,F3,Velodrome,N10010,1.0,18.0,4,4.4,-0.4000000000000003,0,0,0,0.0,0.0,0.0,1,1,50.0,1.1,0.9090909090909092,2,168.0,SD01
SP1896900021AF3,SH1896900021,18969,N20252026F,21,P100002,Kevin White,91,away,forward_3,F3,Velodrome,N10010,1.0,56.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,3,0,100.0,0.0,2.857142857142857,2,224.0,SD03
