2025-12-23 18:10:38 | INFO     | src.pipeline.batch_processor | ======================================================================
2025-12-23 18:10:38 | INFO     | src.pipeline.batch_processor | INITIALIZING PIPELINE
2025-12-23 18:10:38 | INFO     | src.pipeline.batch_processor | ======================================================================
2025-12-23 18:10:38 | INFO     | src.pipeline.batch_processor | Loading BLB tables to stage...
2025-12-23 18:10:38 | INFO     | src.pipeline.stage.load_blb_tables | Loading BLB tables from data/raw/BLB_Tables.xlsx
2025-12-23 18:10:39 | INFO     | src.database.connection | Database engine created: sqlite
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 486 rows into stg_dim_randomnames
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_randomnames: 486 rows
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 543 rows into stg_dim_playerurlref
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_playerurlref: 543 rows
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 50 rows into stg_dim_rinkboxcoord
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_rinkboxcoord: 50 rows
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 297 rows into stg_dim_rinkcoordzones
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_rinkcoordzones: 297 rows
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 335 rows into stg_dim_player
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_player: 335 rows
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 26 rows into stg_dim_team
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_team: 26 rows
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 2 rows into stg_dim_league
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_league: 2 rows
2025-12-23 18:10:39 | INFO     | src.database.table_operations | Loaded 9 rows into stg_dim_season
2025-12-23 18:10:39 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_season: 9 rows
2025-12-23 18:10:40 | INFO     | src.database.table_operations | Loaded 552 rows into stg_dim_schedule
2025-12-23 18:10:40 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_dim_schedule: 552 rows
2025-12-23 18:10:43 | INFO     | src.database.table_operations | Loaded 14239 rows into stg_fact_gameroster
2025-12-23 18:10:43 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_fact_gameroster: 14239 rows
2025-12-23 18:10:43 | INFO     | src.database.table_operations | Loaded 28 rows into stg_fact_leadership
2025-12-23 18:10:43 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_fact_leadership: 28 rows
2025-12-23 18:10:43 | INFO     | src.database.table_operations | Loaded 191 rows into stg_fact_registration
2025-12-23 18:10:43 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_fact_registration: 191 rows
2025-12-23 18:10:43 | INFO     | src.database.table_operations | Loaded 160 rows into stg_fact_draft
2025-12-23 18:10:43 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_fact_draft: 160 rows
2025-12-23 18:10:44 | INFO     | src.database.table_operations | Loaded 3010 rows into stg_fact_playergames
2025-12-23 18:10:44 | INFO     | src.pipeline.stage.load_blb_tables |   Staged stg_fact_playergames: 3010 rows
2025-12-23 18:10:44 | INFO     | src.pipeline.stage.load_blb_tables | Staged 14 BLB tables
2025-12-23 18:10:44 | INFO     | src.pipeline.batch_processor | Transforming BLB to intermediate...
2025-12-23 18:10:44 | INFO     | src.pipeline.intermediate.transform_blb | Transforming BLB tables to intermediate layer
2025-12-23 18:10:44 | INFO     | src.pipeline.intermediate.transform_blb |   Created int_dim_player: 335 rows
2025-12-23 18:10:44 | INFO     | src.pipeline.intermediate.transform_blb |   Created int_dim_team: 26 rows
2025-12-23 18:10:44 | INFO     | src.pipeline.intermediate.transform_blb |   Created int_dim_schedule: 552 rows
2025-12-23 18:10:44 | INFO     | src.pipeline.intermediate.transform_blb |   Created int_fact_gameroster: 13960 rows
2025-12-23 18:10:44 | INFO     | src.pipeline.batch_processor | Publishing dimensions to datamart...
2025-12-23 18:10:44 | INFO     | src.pipeline.datamart.publish_dimensions | Publishing BLB tables to datamart
2025-12-23 18:10:44 | INFO     | src.database.table_operations | Loaded 335 rows into dim_player
2025-12-23 18:10:44 | INFO     | src.pipeline.datamart.publish_dimensions |   Published dim_player: 335 rows
2025-12-23 18:10:44 | INFO     | src.database.table_operations | Loaded 26 rows into dim_team
2025-12-23 18:10:44 | INFO     | src.pipeline.datamart.publish_dimensions |   Published dim_team: 26 rows
2025-12-23 18:10:44 | INFO     | src.database.table_operations | Loaded 552 rows into dim_schedule
2025-12-23 18:10:44 | INFO     | src.pipeline.datamart.publish_dimensions |   Published dim_schedule: 552 rows
2025-12-23 18:10:45 | INFO     | src.database.table_operations | Loaded 4747 rows into dim_dates
2025-12-23 18:10:45 | INFO     | src.pipeline.datamart.publish_dimensions |   Published dim_dates: 4747 rows
2025-12-23 18:10:45 | INFO     | src.database.table_operations | Loaded 4800 rows into dim_seconds
2025-12-23 18:10:45 | INFO     | src.pipeline.datamart.publish_dimensions |   Published dim_seconds: 4800 rows
2025-12-23 18:10:45 | INFO     | src.database.table_operations | Loaded 13960 rows into fact_gameroster
2025-12-23 18:10:45 | INFO     | src.pipeline.datamart.publish_dimensions |   Published fact_gameroster: 13960 rows
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | Creating static dimensions...
2025-12-23 18:10:45 | INFO     | src.pipeline.datamart.publish_dimensions | Creating static dimension tables
2025-12-23 18:10:45 | INFO     | src.pipeline.datamart.publish_dimensions | Created 7 static dimension tables
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | Publishing rink dimensions...
2025-12-23 18:10:45 | INFO     | src.pipeline.datamart.build_enhanced_data | Publishing rink dimensions to datamart
2025-12-23 18:10:45 | INFO     | src.pipeline.datamart.build_enhanced_data | Published rink dimensions: {'dim_rink_box': 50, 'dim_rink_zone': 297}
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | ✓ Pipeline initialized
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | ======================================================================
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | BATCH GAME PROCESSING
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | ======================================================================
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | Found 8 games to process: [18965, 18969, 18977, 18981, 18987, 18991, 18993, 19032]
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | 
============================================================
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | PROCESSING GAME 18965
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | ============================================================
2025-12-23 18:10:45 | INFO     | src.pipeline.batch_processor | Step 1: Running quality checks...
2025-12-23 18:10:45 | INFO     | src.pipeline.data_quality | Running data quality checks for game 18965
2025-12-23 18:10:48 | INFO     | src.database.table_operations | Loaded 1 rows into fact_game_status
2025-12-23 18:10:48 | INFO     | src.pipeline.data_quality | Saved quality results for game 18965: FULLY_TRACKED
2025-12-23 18:10:48 | INFO     | src.database.table_operations | Loaded 1614 rows into log_data_issues
2025-12-23 18:10:48 | INFO     | src.pipeline.data_quality | Saved 1614 issues for game 18965
2025-12-23 18:10:48 | INFO     | src.pipeline.batch_processor | Step 2: Loading to stage...
2025-12-23 18:10:48 | INFO     | src.pipeline.stage.load_game_tracking | Staging game 18965 from data/raw/games/18965/18965_tracking.xlsx
2025-12-23 18:10:50 | INFO     | src.database.table_operations | Loaded 3999 rows into stg_events_18965
2025-12-23 18:10:50 | INFO     | src.pipeline.stage.load_game_tracking |   Staged events: 3999 rows
2025-12-23 18:10:50 | INFO     | src.database.table_operations | Loaded 98 rows into stg_shifts_18965
2025-12-23 18:10:50 | INFO     | src.pipeline.stage.load_game_tracking |   Staged shifts: 98 rows
2025-12-23 18:10:50 | INFO     | src.pipeline.batch_processor | Step 3: Transforming to intermediate...
2025-12-23 18:10:50 | INFO     | src.pipeline.intermediate.transform_game | Transforming game 18965 to intermediate layer
2025-12-23 18:10:50 | ERROR    | src.database.connection | Database error, rolled back: (sqlite3.IntegrityError) UNIQUE constraint failed: int_game_players_18965.player_game_key
[SQL: -- Create index on primary key
CREATE UNIQUE INDEX IF NOT EXISTS idx_int_gp_18965_pk 
    ON int_game_players_18965(player_game_key)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2025-12-23 18:10:50 | WARNING  | src.pipeline.intermediate.transform_game | SQL warning: (sqlite3.IntegrityError) UNIQUE constraint failed: int_game_players_18965.player_game_key
