wowy_key,game_id,player_id,teammate_id,toi_with,toi_without,toi_total,pct_with,player_1_id,player_2_id,venue,shifts_together,p1_shifts_without_p2,p2_shifts_without_p1,total_p1_shifts,total_p2_shifts,p1_logical_shifts,p2_logical_shifts,venue_id,home_team_id,away_team_id,toi_together,toi_apart,gf_pct_together,gf_pct_apart,gf_pct_delta,cf_pct_together,cf_pct_apart,cf_pct_delta,xgf_pct_together,xgf_pct_apart,xgf_pct_delta,relative_corsi,relative_fenwick,player_1_name,player_2_name
WY1896914523773,18969,P100161,P100001,696.0,661.0,1357.0,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906430812,18969,P100016,P100039,1257.0,1901.0,3158.0,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908120643,18969,P100039,P100016,1257.0,0.0,1257.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906439149,18969,P100016,P100070,1487.0,1671.0,3158.0,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991490643,18969,P100070,P100016,1487.0,82.0,1569.0,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906438766,18969,P100016,P100108,923.0,2235.0,3158.0,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987660643,18969,P100108,P100016,923.0,0.0,923.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906431452,18969,P100016,P100161,1275.0,1883.0,3158.0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914520643,18969,P100161,P100016,1275.0,82.0,1357.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908129149,18969,P100039,P100070,682.0,575.0,1257.0,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991490812,18969,P100070,P100039,682.0,887.0,1569.0,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908128766,18969,P100039,P100108,197.0,1060.0,1257.0,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987660812,18969,P100108,P100039,197.0,726.0,923.0,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908121452,18969,P100039,P100161,1142.0,115.0,1257.0,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914520812,18969,P100161,P100039,1142.0,215.0,1357.0,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991498766,18969,P100070,P100108,251.0,1318.0,1569.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987669149,18969,P100108,P100070,251.0,672.0,923.0,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991491452,18969,P100070,P100161,769.0,800.0,1569.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914529149,18969,P100161,P100070,769.0,588.0,1357.0,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987661452,18969,P100108,P100161,186.0,737.0,923.0,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914528766,18969,P100161,P100108,186.0,1171.0,1357.0,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961450957,18969,P100022,P100023,773.0,222.0,995.0,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909576145,18969,P100023,P100022,773.0,981.0,1754.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961459813,18969,P100022,P100107,728.0,267.0,995.0,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998136145,18969,P100107,P100022,728.0,752.0,1480.0,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961453770,18969,P100022,P100110,590.0,405.0,995.0,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937706145,18969,P100110,P100022,590.0,147.0,737.0,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961454588,18969,P100022,P100117,555.0,440.0,995.0,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945886145,18969,P100117,P100022,555.0,980.0,1535.0,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961456305,18969,P100022,P100202,995.0,0.0,995.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896963056145,18969,P100202,P100022,995.0,2245.0,3240.0,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909579813,18969,P100023,P100107,1470.0,284.0,1754.0,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998130957,18969,P100107,P100023,1470.0,10.0,1480.0,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909573770,18969,P100023,P100110,614.0,1140.0,1754.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937700957,18969,P100110,P100023,614.0,123.0,737.0,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909574588,18969,P100023,P100117,973.0,781.0,1754.0,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945880957,18969,P100117,P100023,973.0,562.0,1535.0,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909576305,18969,P100023,P100202,1754.0,0.0,1754.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896963050957,18969,P100202,P100023,1754.0,1486.0,3240.0,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998133770,18969,P100107,P100110,511.0,969.0,1480.0,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937709813,18969,P100110,P100107,511.0,226.0,737.0,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998134588,18969,P100107,P100117,957.0,523.0,1480.0,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945889813,18969,P100117,P100107,957.0,578.0,1535.0,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998136305,18969,P100107,P100202,1480.0,0.0,1480.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896963059813,18969,P100202,P100107,1480.0,1760.0,3240.0,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937704588,18969,P100110,P100117,267.0,470.0,737.0,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945883770,18969,P100117,P100110,267.0,1268.0,1535.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937706305,18969,P100110,P100202,737.0,0.0,737.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896963053770,18969,P100202,P100110,737.0,2503.0,3240.0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945886305,18969,P100117,P100202,1535.0,0.0,1535.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896963054588,18969,P100202,P100117,1535.0,1705.0,3240.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981910643,18969,P100002,P100016,915.0,24.0,939.0,97.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906438191,18969,P100016,P100002,915.0,2243.0,3158.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981919472,18969,P100002,P100093,216.0,723.0,939.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994728191,18969,P100093,P100002,216.0,1080.0,1296.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981918855,18969,P100002,P100198,529.0,410.0,939.0,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988558191,18969,P100198,P100002,529.0,1118.0,1647.0,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981911796,18969,P100002,P100201,464.0,475.0,939.0,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917968191,18969,P100201,P100002,464.0,1128.0,1592.0,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981912219,18969,P100002,P100224,800.0,139.0,939.0,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922198191,18969,P100224,P100002,800.0,77.0,877.0,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906439472,18969,P100016,P100093,1296.0,1862.0,3158.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994720643,18969,P100093,P100016,1296.0,0.0,1296.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906438855,18969,P100016,P100198,1565.0,1593.0,3158.0,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988550643,18969,P100198,P100016,1565.0,82.0,1647.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906431796,18969,P100016,P100201,1510.0,1648.0,3158.0,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917960643,18969,P100201,P100016,1510.0,82.0,1592.0,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906432219,18969,P100016,P100224,877.0,2281.0,3158.0,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922190643,18969,P100224,P100016,877.0,0.0,877.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994728855,18969,P100093,P100198,627.0,669.0,1296.0,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988559472,18969,P100198,P100093,627.0,1020.0,1647.0,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994721796,18969,P100093,P100201,856.0,440.0,1296.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917969472,18969,P100201,P100093,856.0,736.0,1592.0,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994722219,18969,P100093,P100224,226.0,1070.0,1296.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922199472,18969,P100224,P100093,226.0,651.0,877.0,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988551796,18969,P100198,P100201,944.0,703.0,1647.0,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917968855,18969,P100201,P100198,944.0,648.0,1592.0,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988552219,18969,P100198,P100224,429.0,1218.0,1647.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922198855,18969,P100224,P100198,429.0,448.0,877.0,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917962219,18969,P100201,P100224,424.0,1168.0,1592.0,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922191796,18969,P100224,P100201,424.0,453.0,877.0,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961450223,18969,P100022,P100210,244.0,751.0,995.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902236145,18969,P100210,P100022,244.0,999.0,1243.0,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909570223,18969,P100023,P100210,698.0,1056.0,1754.0,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902230957,18969,P100210,P100023,698.0,545.0,1243.0,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998130223,18969,P100107,P100210,559.0,921.0,1480.0,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902239813,18969,P100210,P100107,559.0,684.0,1243.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945880223,18969,P100117,P100210,693.0,842.0,1535.0,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902234588,18969,P100210,P100117,693.0,550.0,1243.0,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896963050223,18969,P100202,P100210,1243.0,1997.0,3240.0,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902236305,18969,P100210,P100202,1243.0,0.0,1243.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981918583,18969,P100002,P100105,318.0,621.0,939.0,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985838191,18969,P100105,P100002,318.0,727.0,1045.0,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906438583,18969,P100016,P100105,1045.0,2113.0,3158.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985830643,18969,P100105,P100016,1045.0,0.0,1045.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985838855,18969,P100105,P100198,173.0,872.0,1045.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988558583,18969,P100198,P100105,173.0,1474.0,1647.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985831796,18969,P100105,P100201,340.0,705.0,1045.0,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917968583,18969,P100201,P100105,340.0,1252.0,1592.0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985832219,18969,P100105,P100224,318.0,727.0,1045.0,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922198583,18969,P100224,P100105,318.0,559.0,877.0,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981919149,18969,P100002,P100070,376.0,563.0,939.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991498191,18969,P100070,P100002,376.0,1193.0,1569.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991498583,18969,P100070,P100105,578.0,991.0,1569.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985839149,18969,P100105,P100070,578.0,467.0,1045.0,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991491796,18969,P100070,P100201,589.0,980.0,1569.0,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917969149,18969,P100201,P100070,589.0,1003.0,1592.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991492219,18969,P100070,P100224,353.0,1216.0,1569.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922199149,18969,P100224,P100070,353.0,524.0,877.0,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961459862,18969,P100022,P100192,440.0,555.0,995.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998626145,18969,P100192,P100022,440.0,1265.0,1705.0,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909579862,18969,P100023,P100192,781.0,973.0,1754.0,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998620957,18969,P100192,P100023,781.0,924.0,1705.0,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998139862,18969,P100107,P100192,523.0,957.0,1480.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998629813,18969,P100192,P100107,523.0,1182.0,1705.0,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998620223,18969,P100192,P100210,550.0,1155.0,1705.0,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902239862,18969,P100210,P100192,550.0,693.0,1243.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909574420,18969,P100023,P100222,398.0,1356.0,1754.0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944200957,18969,P100222,P100023,398.0,669.0,1067.0,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998134420,18969,P100107,P100222,259.0,1221.0,1480.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944209813,18969,P100222,P100107,259.0,808.0,1067.0,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998624420,18969,P100192,P100222,631.0,1074.0,1705.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944209862,18969,P100222,P100192,631.0,436.0,1067.0,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896963054420,18969,P100202,P100222,1067.0,2173.0,3240.0,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944206305,18969,P100222,P100202,1067.0,0.0,1067.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902234420,18969,P100210,P100222,880.0,363.0,1243.0,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944200223,18969,P100222,P100210,880.0,187.0,1067.0,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909577384,18969,P100023,P100030,194.0,1560.0,1754.0,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896973840957,18969,P100030,P100023,194.0,1486.0,1680.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896973840223,18969,P100030,P100210,694.0,986.0,1680.0,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902237384,18969,P100210,P100030,694.0,549.0,1243.0,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896973844420,18969,P100030,P100222,818.0,862.0,1680.0,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944207384,18969,P100222,P100030,818.0,249.0,1067.0,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937734517,18969,P100001,P100064,615.0,1115.0,1730.0,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945173773,18969,P100064,P100001,615.0,409.0,1024.0,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937738583,18969,P100001,P100105,705.0,1025.0,1730.0,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985833773,18969,P100105,P100001,705.0,340.0,1045.0,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937739204,18969,P100001,P100132,559.0,1171.0,1730.0,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992043773,18969,P100132,P100001,559.0,409.0,968.0,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906434517,18969,P100016,P100064,1024.0,2134.0,3158.0,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945170643,18969,P100064,P100016,1024.0,0.0,1024.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896906439204,18969,P100016,P100132,968.0,2190.0,3158.0,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992040643,18969,P100132,P100016,968.0,0.0,968.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945179149,18969,P100064,P100070,452.0,572.0,1024.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991494517,18969,P100070,P100064,452.0,1117.0,1569.0,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945178583,18969,P100064,P100105,395.0,629.0,1024.0,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985834517,18969,P100105,P100064,395.0,650.0,1045.0,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945179204,18969,P100064,P100132,968.0,56.0,1024.0,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992044517,18969,P100132,P100064,968.0,0.0,968.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991499204,18969,P100070,P100132,448.0,1121.0,1569.0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992049149,18969,P100132,P100070,448.0,520.0,968.0,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985839204,18969,P100105,P100132,391.0,654.0,1045.0,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992048583,18969,P100132,P100105,391.0,577.0,968.0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937738855,18969,P100001,P100198,785.0,945.0,1730.0,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988553773,18969,P100198,P100001,785.0,862.0,1647.0,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945178766,18969,P100064,P100108,298.0,726.0,1024.0,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987664517,18969,P100108,P100064,298.0,625.0,923.0,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945178855,18969,P100064,P100198,531.0,493.0,1024.0,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988554517,18969,P100198,P100064,531.0,1116.0,1647.0,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987669204,18969,P100108,P100132,298.0,625.0,923.0,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992048766,18969,P100132,P100108,298.0,670.0,968.0,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987668855,18969,P100108,P100198,485.0,438.0,923.0,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988558766,18969,P100198,P100108,485.0,1162.0,1647.0,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992048855,18969,P100132,P100198,479.0,489.0,968.0,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988559204,18969,P100198,P100132,479.0,1168.0,1647.0,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909573548,18969,P100023,P100024,489.0,1265.0,1754.0,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896935480957,18969,P100024,P100023,489.0,595.0,1084.0,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896935489813,18969,P100024,P100107,399.0,685.0,1084.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998133548,18969,P100107,P100024,399.0,1081.0,1480.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896935480223,18969,P100024,P100210,25.0,1059.0,1084.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
