event_player_key,event_key,game_id,player_id,event_index,player_role,role_number,period,event_type,player_game_number,linked_event_index,tracking_event_index,event_start_min,event_start_sec,event_end_min,event_end_sec,role_abrev,event_team_zone,home_team_zone,away_team_zone,team_venue,team_venue_abv,side_of_puck,sequence_index,play_index,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,zone_change_index,home_team,away_team,Type,event_detail,event_detail_2,event_successful,shift_index,duration,time_start_total_seconds,time_end_total_seconds,running_intermission_duration,period_start_total_running_seconds,running_video_time,event_running_start,event_running_end,player_team,player_name,play_detail,period_id,venue_id,event_type_id,event_detail_id,event_detail_2_id,success_id,play_detail_success_id,zone_id,play_detail_id,play_detail_2_id,role_id,home_team_id,away_team_id,player_team_id,shift_key
EP1896900350,EV1896901175,18969,P100117,1175.0,event_team_player_1,1.0,1.0,Pass,45.0,,1175.0,12.0,13.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Backhand,s,11.0,0.0,733.0,733.0,0.0,0.0,347.0,342.0,347.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0009,ED0010,E20021,SC0001,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900351,EV1896901175,18969,P100024,1175.0,event_team_player_2,2.0,1.0,Pass,20.0,,1175.0,12.0,13.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Backhand,s,11.0,0.0,733.0,733.0,0.0,0.0,347.0,342.0,347.0,Platinum,John Thien,,P0001,VN0001,ET0009,ED0010,E20021,SC0001,,ZN0001,,,RL0002,N10008,N10010,N10008,SH1896900011
EP1896900352,EV1896901175,18969,P100108,1175.0,opp_team_player_1,1.0,1.0,Pass,22.0,,1175.0,12.0,13.0,,,o,o,o,d,Home,h,Defensive,,,StickCheck,InShotPassLane,,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Backhand,s,11.0,0.0,733.0,733.0,0.0,0.0,347.0,342.0,347.0,Velodrome,Robert Mayfield,StickCheck,P0001,VN0001,ET0009,ED0010,E20021,SC0001,,ZN0001,PD0150,P20030,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900353,EV1896901176,18969,P100024,1176.0,event_team_player_1,1.0,1.0,Shot,20.0,9031.0,9031.0,12.0,12.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Shot,Shot_OnNetSaved,Shot-Tip,s,11.0,0.0,732.0,732.0,0.0,0.0,348.0,343.0,348.0,Platinum,John Thien,,P0001,VN0001,ET0016,ED0040,E20060,SC0001,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900354,EV1896901176,18969,P100016,1176.0,opp_team_player_1,1.0,1.0,Shot,39.0,9031.0,9031.0,12.0,12.0,,,o,o,o,d,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Shot,Shot_OnNetSaved,Shot-Tip,s,11.0,0.0,732.0,732.0,0.0,0.0,348.0,343.0,348.0,Velodrome,Wyatt Crandall,,P0001,VN0001,ET0016,ED0040,E20060,SC0001,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900355,EV1896901177,18969,P100016,1177.0,event_team_player_1,1.0,1.0,Save,39.0,9031.0,9031.0,12.0,12.0,,,e,d,o,d,Away,a,Defensive,,,,,,,22.0,Platinum,Velodrome,Save,Save_Rebound,Save-RightPad,,11.0,0.0,732.0,732.0,0.0,0.0,348.0,343.0,348.0,Velodrome,Wyatt Crandall,,P0001,VN0002,ET0015,ED0030,E20050,,,ZN0002,,,RL0001,N10008,N10010,N10010,SH1896900011
EP1896900356,EV1896901177,18969,P100024,1177.0,opp_team_player_1,1.0,1.0,Save,20.0,9031.0,9031.0,12.0,12.0,,,o,d,o,d,Away,a,Offensive,,,,,,,22.0,Platinum,Velodrome,Save,Save_Rebound,Save-RightPad,,11.0,0.0,732.0,732.0,0.0,0.0,348.0,343.0,348.0,Platinum,John Thien,,P0001,VN0002,ET0015,ED0030,E20050,,,ZN0002,,,RL0008,N10008,N10010,N10008,SH1896900011
EP1896900357,EV1896901178,18969,P100016,1178.0,event_team_player_1,1.0,1.0,Rebound,39.0,9031.0,9031.0,12.0,12.0,,,e,d,o,d,Away,a,Offensive,,,,,,,22.0,Platinum,Velodrome,Rebound,Rebound_OppTeamRecovered,,,11.0,0.0,732.0,732.0,0.0,0.0,348.0,343.0,348.0,Velodrome,Wyatt Crandall,,P0001,VN0002,ET0014,ED0023,,,,ZN0002,,,RL0001,N10008,N10010,N10010,SH1896900011
EP1896900358,EV1896901179,18969,P100024,1179.0,event_team_player_1,1.0,1.0,Possession,20.0,,1179.0,12.0,8.0,12.0,7.0,e,o,o,d,Home,h,Offensive,,,RecoveryRetreivalRebound,,s,1.0,22.0,Platinum,Velodrome,Possession,PuckRecovery,,s,11.0,1.0,728.0,727.0,0.0,0.0,352.0,347.0,353.0,Platinum,John Thien,RecoveryRetreivalRebound,P0001,VN0001,ET0013,ED0020,,SC0001,SC0001,ZN0001,PD0144,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900359,EV1896901179,18969,P100064,1179.0,opp_team_player_1,1.0,1.0,Possession,55.0,,1179.0,12.0,8.0,12.0,7.0,o,o,o,d,Home,h,Defensive,,,,,,1.0,22.0,Platinum,Velodrome,Possession,PuckRecovery,,s,11.0,1.0,728.0,727.0,0.0,0.0,352.0,347.0,353.0,Velodrome,James Rynearson,,P0001,VN0001,ET0013,ED0020,,SC0001,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900360,EV1896901180,18969,P100024,1180.0,event_team_player_1,1.0,1.0,Pass,20.0,,1180.0,12.0,7.0,,,e,o,o,d,Home,h,Offensive,,,SecondTouch,,s,1.0,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,11.0,0.0,727.0,727.0,0.0,0.0,353.0,348.0,353.0,Platinum,John Thien,SecondTouch,P0001,VN0001,ET0009,ED0010,E20026,SC0001,SC0001,ZN0001,PD0148,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900361,EV1896901180,18969,P100117,1180.0,event_team_player_2,2.0,1.0,Pass,45.0,,1180.0,12.0,7.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,11.0,0.0,727.0,727.0,0.0,0.0,353.0,348.0,353.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0009,ED0010,E20026,SC0001,,ZN0001,,,RL0002,N10008,N10010,N10008,SH1896900011
EP1896900362,EV1896901180,18969,P100064,1180.0,opp_team_player_1,1.0,1.0,Pass,55.0,,1180.0,12.0,7.0,,,o,o,o,d,Home,h,Defensive,,,,,,1.0,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,11.0,0.0,727.0,727.0,0.0,0.0,353.0,348.0,353.0,Velodrome,James Rynearson,,P0001,VN0001,ET0009,ED0010,E20026,SC0001,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900363,EV1896901181,18969,P100117,1181.0,event_team_player_1,1.0,1.0,Possession,45.0,,1181.0,12.0,7.0,12.0,3.0,e,o,o,d,Home,h,Offensive,,,CutBack,Reverse,,1.0,22.0,Platinum,Velodrome,Possession,,,,11.0,4.0,727.0,723.0,0.0,0.0,353.0,348.0,357.0,Platinum,Keegan Mantaro,CutBack,P0001,VN0001,ET0013,,,,,ZN0001,PD0021,P20055,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900364,EV1896901181,18969,P100198,1181.0,opp_team_player_1,1.0,1.0,Possession,84.0,,1181.0,12.0,7.0,12.0,3.0,o,o,o,d,Home,h,Defensive,,,,,,1.0,22.0,Platinum,Velodrome,Possession,,,,11.0,4.0,727.0,723.0,0.0,0.0,353.0,348.0,357.0,Velodrome,Maxwell Donaty,,P0001,VN0001,ET0013,,,,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900365,EV1896901182,18969,P100117,1182.0,event_team_player_1,1.0,1.0,Pass,45.0,,1182.0,12.0,2.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,11.0,0.0,722.0,722.0,0.0,0.0,358.0,353.0,358.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0009,ED0010,E20026,SC0001,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900366,EV1896901182,18969,P100023,1182.0,event_team_player_2,2.0,1.0,Pass,3.0,,1182.0,12.0,2.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,11.0,0.0,722.0,722.0,0.0,0.0,358.0,353.0,358.0,Platinum,Alex Considine,,P0001,VN0001,ET0009,ED0010,E20026,SC0001,,ZN0001,,,RL0002,N10008,N10010,N10008,SH1896900011
EP1896900367,EV1896901183,18969,P100023,1183.0,event_team_player_1,1.0,1.0,Pass,3.0,,1183.0,12.0,1.0,,,e,o,o,d,Home,h,Offensive,,,SecondTouch,,s,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,11.0,0.0,721.0,721.0,0.0,0.0,359.0,354.0,359.0,Platinum,Alex Considine,SecondTouch,P0001,VN0001,ET0009,ED0010,E20026,SC0001,SC0001,ZN0001,PD0148,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900368,EV1896901183,18969,P100117,1183.0,event_team_player_2,2.0,1.0,Pass,45.0,,1183.0,12.0,1.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Completed,Pass-Forehand,s,11.0,0.0,721.0,721.0,0.0,0.0,359.0,354.0,359.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0009,ED0010,E20026,SC0001,,ZN0001,,,RL0002,N10008,N10010,N10008,SH1896900011
EP1896900369,EV1896901184,18969,P100117,1184.0,event_team_player_1,1.0,1.0,Possession,45.0,,1184.0,12.0,0.0,11.0,58.0,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,11.0,2.0,720.0,718.0,0.0,0.0,360.0,355.0,362.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0013,,,,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900370,EV1896901184,18969,P100001,1184.0,opp_team_player_1,1.0,1.0,Possession,70.0,,1184.0,12.0,0.0,11.0,58.0,o,o,o,d,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,11.0,2.0,720.0,718.0,0.0,0.0,360.0,355.0,362.0,Velodrome,Sam Downs,,P0001,VN0001,ET0013,,,,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900371,EV1896901184,18969,P100198,1184.0,opp_team_player_2,2.0,1.0,Possession,84.0,,1184.0,12.0,0.0,11.0,58.0,o,o,o,d,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,11.0,2.0,720.0,718.0,0.0,0.0,360.0,355.0,362.0,Velodrome,Maxwell Donaty,,P0001,VN0001,ET0013,,,,,ZN0001,,,RL0009,N10008,N10010,N10010,SH1896900011
EP1896900372,EV1896901185,18969,P100117,1185.0,event_team_player_1,1.0,1.0,Pass,45.0,,1185.0,11.0,58.0,,,e,o,o,d,Home,h,Offensive,,,,,,1.0,22.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,11.0,0.0,718.0,718.0,0.0,0.0,362.0,357.0,362.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0009,ED0011,E20030,SC0002,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900373,EV1896901185,18969,P100110,1185.0,event_team_player_2,2.0,1.0,Pass,82.0,,1185.0,11.0,58.0,,,e,o,o,d,Home,h,Offensive,,,ReceiverMissed,,u,,22.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,11.0,0.0,718.0,718.0,0.0,0.0,362.0,357.0,362.0,Platinum,JoLyn Maly,ReceiverMissed,P0001,VN0001,ET0009,ED0011,E20030,SC0002,SC0002,ZN0001,PD0138,,RL0002,N10008,N10010,N10008,SH1896900011
EP1896900374,EV1896901185,18969,P100001,1185.0,opp_team_player_1,1.0,1.0,Pass,70.0,,1185.0,11.0,58.0,,,o,o,o,d,Home,h,Defensive,,,InShotPassLane,StickCheck,,1.0,22.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,11.0,0.0,718.0,718.0,0.0,0.0,362.0,357.0,362.0,Velodrome,Sam Downs,InShotPassLane,P0001,VN0001,ET0009,ED0011,E20030,SC0002,,ZN0001,PD0074,P20059,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900375,EV1896901185,18969,P100198,1185.0,opp_team_player_2,2.0,1.0,Pass,84.0,,1185.0,11.0,58.0,,,o,o,o,d,Home,h,Defensive,,,InShotPassLane,,,,22.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,u,11.0,0.0,718.0,718.0,0.0,0.0,362.0,357.0,362.0,Velodrome,Maxwell Donaty,InShotPassLane,P0001,VN0001,ET0009,ED0011,E20030,SC0002,,ZN0001,PD0074,,RL0009,N10008,N10010,N10010,SH1896900011
EP1896900376,EV1896901186,18969,P100107,1186.0,event_team_player_1,1.0,1.0,Possession,78.0,,1186.0,11.0,55.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,11.0,0.0,715.0,715.0,0.0,0.0,365.0,360.0,365.0,Platinum,Matt Quinn,,P0001,VN0001,ET0013,,,,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900377,EV1896901187,18969,P100107,1187.0,event_team_player_1,1.0,1.0,Pass,78.0,,1187.0,11.0,54.0,,,e,o,o,d,Home,h,Offensive,,,AssistPrimary,,u,,22.0,Platinum,Velodrome,Pass,,,u,11.0,0.0,714.0,714.0,0.0,0.0,366.0,361.0,366.0,Platinum,Matt Quinn,AssistPrimary,P0001,VN0001,ET0009,,,SC0002,SC0002,ZN0001,PD0001,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900378,EV1896901187,18969,P100117,1187.0,event_team_player_2,2.0,1.0,Pass,45.0,,1187.0,11.0,54.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,,,u,11.0,0.0,714.0,714.0,0.0,0.0,366.0,361.0,366.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0009,,,SC0002,,ZN0001,,,RL0002,N10008,N10010,N10008,SH1896900011
EP1896900379,EV1896901188,18969,P100117,1188.0,event_team_player_1,1.0,1.0,Possession,45.0,,1188.0,11.0,53.0,11.0,51.0,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,11.0,2.0,713.0,711.0,0.0,0.0,367.0,362.0,369.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0013,,,,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900380,EV1896901188,18969,P100198,1188.0,opp_team_player_1,1.0,1.0,Possession,84.0,,1188.0,11.0,53.0,11.0,51.0,o,o,o,d,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,11.0,2.0,713.0,711.0,0.0,0.0,367.0,362.0,369.0,Velodrome,Maxwell Donaty,,P0001,VN0001,ET0013,,,,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900381,EV1896901189,18969,P100117,1189.0,event_team_player_1,1.0,1.0,Shot,45.0,9032.0,9032.0,11.0,51.0,,,e,o,o,d,Home,h,Offensive,,,,,,1.0,22.0,Platinum,Velodrome,Shot,Shot_Goal,,s,11.0,0.0,711.0,711.0,0.0,0.0,369.0,364.0,369.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0016,ED0037,,SC0001,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900382,EV1896901189,18969,P100016,1189.0,opp_team_player_1,1.0,1.0,Shot,39.0,9032.0,9032.0,11.0,51.0,,,o,o,o,d,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Shot,Shot_Goal,,s,11.0,0.0,711.0,711.0,0.0,0.0,369.0,364.0,369.0,Velodrome,Wyatt Crandall,,P0001,VN0001,ET0016,ED0037,,SC0001,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900383,EV1896901189,18969,P100198,1189.0,opp_team_player_2,2.0,1.0,Shot,84.0,9032.0,9032.0,11.0,51.0,,,o,o,o,d,Home,h,Defensive,,,InShotPassLane,Screen,,1.0,22.0,Platinum,Velodrome,Shot,Shot_Goal,,s,11.0,0.0,711.0,711.0,0.0,0.0,369.0,364.0,369.0,Velodrome,Maxwell Donaty,InShotPassLane,P0001,VN0001,ET0016,ED0037,,SC0001,,ZN0001,PD0074,P20056,RL0009,N10008,N10010,N10010,SH1896900011
EP1896900384,EV1896901190,18969,P100117,1190.0,event_team_player_1,1.0,1.0,Goal,45.0,9032.0,9032.0,11.0,51.0,,,e,o,o,d,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Goal,Goal_Scored,Goal-Wrist,s,11.0,0.0,711.0,711.0,0.0,0.0,369.0,364.0,369.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0006,ED0008,E20020,SC0001,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900385,EV1896901190,18969,P100016,1190.0,opp_team_player_1,1.0,1.0,Goal,39.0,9032.0,9032.0,11.0,51.0,,,o,o,o,d,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Goal,Goal_Scored,Goal-Wrist,s,11.0,0.0,711.0,711.0,0.0,0.0,369.0,364.0,369.0,Velodrome,Wyatt Crandall,,P0001,VN0001,ET0006,ED0008,E20020,SC0001,,ZN0001,,,RL0008,N10008,N10010,N10010,SH1896900011
EP1896900386,EV1896901190,18969,P100198,1190.0,opp_team_player_2,2.0,1.0,Goal,84.0,9032.0,9032.0,11.0,51.0,,,o,o,o,d,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Goal,Goal_Scored,Goal-Wrist,s,11.0,0.0,711.0,711.0,0.0,0.0,369.0,364.0,369.0,Velodrome,Maxwell Donaty,,P0001,VN0001,ET0006,ED0008,E20020,SC0001,,ZN0001,,,RL0009,N10008,N10010,N10010,SH1896900011
EP1896900387,EV1896901191,18969,P100117,1191.0,event_team_player_1,1.0,1.0,Stoppage,45.0,9032.0,9032.0,11.0,51.0,,,e,o,o,d,Home,h,,,,,,,,22.0,Platinum,Velodrome,Stoppage,Stoppage_Play,Stoppage-Goal,,11.0,0.0,711.0,711.0,0.0,0.0,369.0,364.0,369.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0017,ED0044,E20064,,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900011
EP1896900388,EV1896901192,18969,P100117,1192.0,event_team_player_1,1.0,1.0,DeadIce,45.0,9032.0,9032.0,11.0,50.0,11.0,27.0,e,o,o,d,Home,h,,,,,,,,22.0,Platinum,Velodrome,DeadIce,,,,12.0,23.0,710.0,687.0,0.0,0.0,370.0,365.0,393.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0002,,,,,ZN0001,,,RL0001,N10008,N10010,N10008,SH1896900012
EP1896900389,EV1896901193,18969,P100117,1193.0,event_team_player_1,1.0,1.0,Faceoff,45.0,,1193.0,11.0,27.0,,,e,n,n,n,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Faceoff,Faceoff_AfterGoal,,,12.0,0.0,687.0,687.0,0.0,0.0,393.0,388.0,393.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0003,ED0003,,,,ZN0003,,,RL0001,N10008,N10010,N10008,SH1896900012
EP1896900390,EV1896901193,18969,P100107,1193.0,event_team_player_2,2.0,1.0,Faceoff,78.0,,1193.0,11.0,27.0,,,e,n,n,n,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Faceoff,Faceoff_AfterGoal,,,12.0,0.0,687.0,687.0,0.0,0.0,393.0,388.0,393.0,Platinum,Matt Quinn,,P0001,VN0001,ET0003,ED0003,,,,ZN0003,,,RL0002,N10008,N10010,N10008,SH1896900012
EP1896900391,EV1896901193,18969,P100201,1193.0,opp_team_player_1,1.0,1.0,Faceoff,42.0,,1193.0,11.0,27.0,,,o,n,n,n,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Faceoff,Faceoff_AfterGoal,,,12.0,0.0,687.0,687.0,0.0,0.0,393.0,388.0,393.0,Velodrome,Garrett Ashcroft,,P0001,VN0001,ET0003,ED0003,,,,ZN0003,,,RL0008,N10008,N10010,N10010,SH1896900012
EP1896900392,EV1896901194,18969,P100107,1194.0,event_team_player_1,1.0,1.0,Possession,78.0,,1194.0,11.0,25.0,11.0,21.0,e,n,n,n,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,12.0,4.0,685.0,681.0,0.0,0.0,395.0,390.0,399.0,Platinum,Matt Quinn,,P0001,VN0001,ET0013,,,,,ZN0003,,,RL0001,N10008,N10010,N10008,SH1896900012
EP1896900393,EV1896901195,18969,P100107,1195.0,event_team_player_1,1.0,1.0,Pass,78.0,,1195.0,11.0,21.0,,,e,n,n,n,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,,,u,12.0,0.0,681.0,681.0,0.0,0.0,399.0,394.0,399.0,Platinum,Matt Quinn,,P0001,VN0001,ET0009,,,SC0002,,ZN0003,,,RL0001,N10008,N10010,N10008,SH1896900012
EP1896900394,EV1896901195,18969,P100023,1195.0,event_team_player_2,2.0,1.0,Pass,3.0,,1195.0,11.0,21.0,,,e,n,n,n,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,,,u,12.0,0.0,681.0,681.0,0.0,0.0,399.0,394.0,399.0,Platinum,Alex Considine,,P0001,VN0001,ET0009,,,SC0002,,ZN0003,,,RL0002,N10008,N10010,N10008,SH1896900012
EP1896900395,EV1896901196,18969,P100023,1196.0,event_team_player_1,1.0,1.0,Pass,3.0,,1196.0,11.0,20.0,,,e,n,n,n,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-Forehand,u,12.0,0.0,680.0,680.0,0.0,0.0,400.0,395.0,400.0,Platinum,Alex Considine,,P0001,VN0001,ET0009,ED0011,E20026,SC0002,,ZN0003,,,RL0001,N10008,N10010,N10008,SH1896900012
EP1896900396,EV1896901196,18969,P100117,1196.0,event_team_player_2,2.0,1.0,Pass,45.0,,1196.0,11.0,20.0,,,e,n,n,n,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-Forehand,u,12.0,0.0,680.0,680.0,0.0,0.0,400.0,395.0,400.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0009,ED0011,E20026,SC0002,,ZN0003,,,RL0002,N10008,N10010,N10008,SH1896900012
EP1896900397,EV1896901196,18969,P100039,1196.0,opp_team_player_1,1.0,1.0,Pass,75.0,,1196.0,11.0,20.0,,,o,n,n,n,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Pass,Pass_Missed,Pass-Forehand,u,12.0,0.0,680.0,680.0,0.0,0.0,400.0,395.0,400.0,Velodrome,Nicole Downs,,P0001,VN0001,ET0009,ED0011,E20026,SC0002,,ZN0003,,,RL0008,N10008,N10010,N10010,SH1896900012
EP1896900398,EV1896901197,18969,P100023,1197.0,event_team_player_1,1.0,1.0,Stoppage,3.0,9033.0,9033.0,11.0,20.0,,,e,n,n,n,Home,h,,,,,,,,22.0,Platinum,Velodrome,Stoppage,Stoppage_Play,Stoppage-Icing,,12.0,0.0,680.0,680.0,0.0,0.0,400.0,395.0,400.0,Platinum,Alex Considine,,P0001,VN0001,ET0017,ED0044,E20067,,,ZN0003,,,RL0001,N10008,N10010,N10008,SH1896900012
EP1896900399,EV1896901198,18969,P100023,1198.0,event_team_player_1,1.0,1.0,DeadIce,3.0,9033.0,9033.0,11.0,20.0,10.0,57.0,e,n,n,n,Home,h,,,,,,,,22.0,Platinum,Velodrome,DeadIce,,,,12.0,23.0,680.0,657.0,0.0,0.0,400.0,395.0,423.0,Platinum,Alex Considine,,P0001,VN0001,ET0002,,,,,ZN0003,,,RL0001,N10008,N10010,N10008,SH1896900012
EP1896900400,EV1896901199,18969,P100117,1199.0,event_team_player_1,1.0,1.0,Faceoff,45.0,,1199.0,10.0,57.0,,,e,d,d,o,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Faceoff,Faceoff_AfterStoppage,,,13.0,0.0,657.0,657.0,0.0,0.0,423.0,418.0,423.0,Platinum,Keegan Mantaro,,P0001,VN0001,ET0003,ED0005,,,,ZN0002,,,RL0001,N10008,N10010,N10008,SH1896900013
EP1896900401,EV1896901199,18969,P100023,1199.0,event_team_player_2,2.0,1.0,Faceoff,3.0,,1199.0,10.0,57.0,,,e,d,d,o,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Faceoff,Faceoff_AfterStoppage,,,13.0,0.0,657.0,657.0,0.0,0.0,423.0,418.0,423.0,Platinum,Alex Considine,,P0001,VN0001,ET0003,ED0005,,,,ZN0002,,,RL0002,N10008,N10010,N10008,SH1896900013
EP1896900402,EV1896901199,18969,P100201,1199.0,opp_team_player_1,1.0,1.0,Faceoff,42.0,,1199.0,10.0,57.0,,,o,d,d,o,Home,h,Defensive,,,,,,,22.0,Platinum,Velodrome,Faceoff,Faceoff_AfterStoppage,,,13.0,0.0,657.0,657.0,0.0,0.0,423.0,418.0,423.0,Velodrome,Garrett Ashcroft,,P0001,VN0001,ET0003,ED0005,,,,ZN0002,,,RL0008,N10008,N10010,N10010,SH1896900013
EP1896900403,EV1896901200,18969,P100023,1200.0,event_team_player_1,1.0,1.0,Possession,3.0,,1200.0,10.0,54.0,10.0,52.0,e,d,d,o,Home,h,Offensive,,,,,,,22.0,Platinum,Velodrome,Possession,,,,13.0,2.0,654.0,652.0,0.0,0.0,426.0,421.0,428.0,Platinum,Alex Considine,,P0001,VN0001,ET0013,,,,,ZN0002,,,RL0001,N10008,N10010,N10008,SH1896900013
EP1896900404,EV1896901201,18969,P100023,1201.0,event_team_player_1,1.0,1.0,Turnover,3.0,,1201.0,10.0,52.0,,,e,d,d,o,Home,h,Offensive,,,AttemptedBreakOutClear,,u,,22.0,Platinum,Velodrome,Turnover,Turnover_Giveaway,Giveaway-AttemptedZoneClear/Dump,u,13.0,0.0,652.0,652.0,0.0,0.0,428.0,423.0,428.0,Platinum,Alex Considine,AttemptedBreakOutClear,P0001,VN0001,ET0019,ED0048,E20004,SC0002,SC0002,ZN0002,PD0003,,RL0001,N10008,N10010,N10008,SH1896900013
EP1896900405,EV1896901202,18969,P100039,1202.0,event_team_player_1,1.0,1.0,Possession,75.0,,1202.0,10.0,50.0,10.0,49.0,e,o,d,o,Away,a,Offensive,,,,,,,22.0,Platinum,Velodrome,Possession,PuckRetrieval,,,13.0,1.0,650.0,649.0,0.0,0.0,430.0,425.0,431.0,Velodrome,Nicole Downs,,P0001,VN0002,ET0013,ED0021,,,,ZN0001,,,RL0001,N10008,N10010,N10010,SH1896900013
