table,type,column,data_type,key_type,sample
fact_matchup_summary,fact,away_team_id,object,FK,N10010
fact_matchup_summary,fact,toi_together,float64,,810.0
fact_matchup_summary,fact,goals_for,float64,,0.0
fact_matchup_summary,fact,goals_against,float64,,0.0
fact_matchup_summary,fact,plus_minus,float64,,0.0
fact_matchup_summary,fact,corsi_for,float64,,0.0
fact_matchup_summary,fact,corsi_against,float64,,0.0
fact_matchup_summary,fact,cf_pct,float64,,50.0
fact_matchup_summary,fact,fenwick_for,float64,,0.0
fact_matchup_summary,fact,fenwick_against,float64,,0.0
fact_matchup_summary,fact,ff_pct,float64,,50.0
fact_matchup_summary,fact,xgf,float64,,0.0
fact_matchup_summary,fact,xga,float64,,0.0
fact_matchup_summary,fact,xg_diff,float64,,0.0
fact_matchup_summary,fact,shots_for,float64,,0.0
fact_matchup_summary,fact,shots_against,float64,,0.0
fact_matchup_summary,fact,p1_shifts_without_p2,float64,,nan
fact_matchup_summary,fact,p2_shifts_without_p1,float64,,nan
fact_matchup_summary,fact,cf_pct_together,float64,,nan
fact_matchup_summary,fact,cf_pct_apart,float64,,nan
fact_matchup_summary,fact,cf_pct_delta,float64,,nan
fact_matchup_summary,fact,matchup_key,object,FK,18969_P100022_P100001
fact_matchup_summary,fact,synergy_score,float64,,0.0
fact_matchup_summary,fact,is_positive_synergy,int64,,0
fact_player_boxscore_all,fact,game_id,int64,PK,10001
fact_player_boxscore_all,fact,player_id,object,FK,P100026
fact_player_boxscore_all,fact,player_name,object,,Austin Storm
fact_player_boxscore_all,fact,player_number,int64,,20
fact_player_boxscore_all,fact,player_position,object,,Forward
fact_player_boxscore_all,fact,team_venue,object,,away
fact_player_boxscore_all,fact,team_name,object,,Ace
fact_player_boxscore_all,fact,team_id,object,FK,N10002
fact_player_boxscore_all,fact,opp_team_name,object,,Nelson
fact_player_boxscore_all,fact,date,object,,2023-10-08
fact_player_boxscore_all,fact,season,int64,,20232024
fact_player_boxscore_all,fact,gp,int64,,1
fact_player_boxscore_all,fact,g,int64,,3
fact_player_boxscore_all,fact,a,int64,,0
fact_player_boxscore_all,fact,pts,int64,,3
fact_player_boxscore_all,fact,ga,int64,,0
fact_player_boxscore_all,fact,pim,int64,,0
fact_player_boxscore_all,fact,so,int64,,0
fact_player_boxscore_all,fact,skill_rating,int64,,6
fact_player_boxscore_all,fact,venue_id,object,FK,VN0002
fact_player_boxscore_all,fact,position_id,object,FK,PS0004
fact_player_boxscore_all,fact,season_id,object,FK,N20232024F
fact_player_boxscore_all,fact,opp_team_id,object,FK,N10004
fact_player_event_chains,fact,event_chain_key,object,PK,EC18969001000
fact_player_event_chains,fact,game_id,int64,FK,18969
fact_player_event_chains,fact,event_index,float64,,1000.0
fact_player_event_chains,fact,event_key,object,FK,E18969001000
fact_player_event_chains,fact,event_type,object,,GameStart
fact_player_event_chains,fact,period,float64,,1.0
fact_player_event_chains,fact,home_player_count,int64,,0
fact_player_event_chains,fact,away_player_count,int64,,0
fact_player_event_chains,fact,home_player_1,object,,nan
fact_player_event_chains,fact,home_player_2,object,,nan
fact_player_event_chains,fact,home_player_3,object,,nan
fact_player_event_chains,fact,away_player_1,float64,,nan
fact_player_event_chains,fact,away_player_2,float64,,nan
fact_player_event_chains,fact,away_player_3,float64,,nan
fact_player_event_chains,fact,home_players,object,,nan
fact_player_event_chains,fact,away_players,float64,,nan
fact_player_event_chains,fact,running_video_time,float64,,0.0
fact_player_event_chains,fact,event_running_start,float64,,0.0
fact_player_event_chains,fact,period_id,object,FK,P0001
fact_player_event_chains,fact,event_type_id,object,FK,ET0005
fact_player_event_chains,fact,home_team_id,object,FK,N10008
fact_player_event_chains,fact,away_team_id,object,FK,N10010
fact_player_game_stats,fact,player_game_key,object,PK,PG1896978240
fact_player_game_stats,fact,game_id,int64,FK,18969
fact_player_game_stats,fact,player_id,object,FK,P100001
fact_player_game_stats,fact,player_name,object,,Sam Downs
fact_player_game_stats,fact,goals,int64,,0
fact_player_game_stats,fact,assists,int64,,0
fact_player_game_stats,fact,points,int64,,0
fact_player_game_stats,fact,shots,int64,,9
fact_player_game_stats,fact,sog,int64,,5
fact_player_game_stats,fact,shots_blocked,int64,,2
fact_player_game_stats,fact,shots_missed,int64,,1
fact_player_game_stats,fact,shooting_pct,float64,,0.0
fact_player_game_stats,fact,pass_attempts,int64,,22
fact_player_game_stats,fact,pass_completed,int64,,12
fact_player_game_stats,fact,pass_pct,float64,,54.5
fact_player_game_stats,fact,fo_wins,int64,,14
fact_player_game_stats,fact,fo_losses,int64,,8
fact_player_game_stats,fact,fo_total,int64,,22
fact_player_game_stats,fact,fo_pct,float64,,63.6
fact_player_game_stats,fact,zone_entries,int64,,11
fact_player_game_stats,fact,zone_exits,int64,,7
fact_player_game_stats,fact,giveaways,int64,,8
fact_player_game_stats,fact,takeaways,int64,,3
fact_player_game_stats,fact,toi_seconds,float64,,1730.0
fact_player_game_stats,fact,toi_minutes,float64,,28.8
fact_player_game_stats,fact,playing_toi_seconds,float64,,1556.0
fact_player_game_stats,fact,playing_toi_minutes,float64,,25.9
fact_player_game_stats,fact,stoppage_seconds,float64,,174.0
fact_player_game_stats,fact,shift_count,int64,,49
fact_player_game_stats,fact,logical_shifts,int64,,13
fact_player_game_stats,fact,avg_shift,float64,,35.3
fact_player_game_stats,fact,avg_playing_shift,float64,,119.7
fact_player_game_stats,fact,goals_per_60,float64,,0.0
fact_player_game_stats,fact,assists_per_60,float64,,0.0
fact_player_game_stats,fact,points_per_60,float64,,0.0
fact_player_game_stats,fact,shots_per_60,float64,,18.73
fact_player_game_stats,fact,goals_per_60_playing,float64,,0.0
fact_player_game_stats,fact,assists_per_60_playing,float64,,0.0
fact_player_game_stats,fact,points_per_60_playing,float64,,0.0
fact_player_game_stats,fact,shots_per_60_playing,float64,,20.82
fact_player_game_stats,fact,blocks,int64,,2
fact_player_game_stats,fact,hits,int64,,0
fact_player_game_stats,fact,puck_battles,int64,,1
fact_player_game_stats,fact,puck_battle_wins,int64,,0
fact_player_game_stats,fact,retrievals,int64,,20
fact_player_game_stats,fact,corsi_for,int64,,29
fact_player_game_stats,fact,corsi_against,int64,,39
fact_player_game_stats,fact,fenwick_for,int64,,22
fact_player_game_stats,fact,fenwick_against,int64,,29
fact_player_game_stats,fact,cf_pct,float64,,42.6
fact_player_game_stats,fact,ff_pct,float64,,43.1
fact_player_game_stats,fact,opp_avg_rating,float64,,3.85
fact_player_game_stats,fact,skill_diff,float64,,2.15
fact_player_game_stats,fact,plus_ev,int64,,0
fact_player_game_stats,fact,minus_ev,int64,,-3
fact_player_game_stats,fact,plus_minus_ev,int64,,-3
fact_player_game_stats,fact,plus_total,int64,,1
fact_player_game_stats,fact,minus_total,int64,,-3
fact_player_game_stats,fact,plus_minus_total,int64,,-2
fact_player_game_stats,fact,plus_en_adj,int64,,0
fact_player_game_stats,fact,minus_en_adj,int64,,-3
fact_player_game_stats,fact,plus_minus_en_adj,int64,,-3
fact_player_game_stats,fact,player_rating,float64,,6.0
fact_player_game_stats,fact,home_team_id,object,FK,N10008
fact_player_game_stats,fact,away_team_id,object,FK,N10010
fact_player_game_stats,fact,chips,int64,,0
fact_player_game_stats,fact,breakout_rush_attempts,int64,,0
fact_player_game_stats,fact,zone_keepins,int64,,0
fact_player_game_stats,fact,dekes_successful,int64,,0
fact_player_game_stats,fact,breakout_clear_attempts,int64,,0
fact_player_game_stats,fact,beat_middle,int64,,0
fact_player_game_stats,fact,beat_wide,int64,,0
fact_player_game_stats,fact,zone_exit_denials,int64,,0
fact_player_game_stats,fact,breakouts,int64,,0
fact_player_game_stats,fact,passes_missed_target,int64,,0
fact_player_game_stats,fact,drives_corner,int64,,0
fact_player_game_stats,fact,tip_attempts,int64,,0
fact_player_game_stats,fact,cutbacks,int64,,0
fact_player_game_stats,fact,drives_middle,int64,,0
fact_player_game_stats,fact,pass_for_tip,int64,,0
fact_player_game_stats,fact,poke_checks,int64,,0
fact_player_game_stats,fact,stick_checks,int64,,0
fact_player_game_stats,fact,got_beat_middle,int64,,0
fact_player_game_stats,fact,crash_net,int64,,0
fact_player_game_stats,fact,cycle_plays,int64,,0
fact_player_game_stats,fact,ceded_exits,int64,,0
fact_player_game_stats,fact,reverse_passes,int64,,0
fact_player_game_stats,fact,deke_attempts,int64,,0
fact_player_game_stats,fact,breakout_pass_attempts,int64,,1
fact_player_game_stats,fact,backchecks,int64,,0
fact_player_game_stats,fact,separate_from_puck,int64,,0
fact_player_game_stats,fact,rebound_recoveries,int64,,0
fact_player_game_stats,fact,block_attempts,int64,,0
fact_player_game_stats,fact,drives_net,int64,,0
fact_player_game_stats,fact,ceded_entries,int64,,0
fact_player_game_stats,fact,puck_retrievals,int64,,0
fact_player_game_stats,fact,passes_intercepted,int64,,2
fact_player_game_stats,fact,stopped_deke,int64,,0
fact_player_game_stats,fact,dump_and_chase,int64,,0
fact_player_game_stats,fact,def_pass_deflected,int64,,0
fact_player_game_stats,fact,loose_puck_wins,int64,,0
fact_player_game_stats,fact,drives_wide,int64,,0
fact_player_game_stats,fact,puck_recoveries,int64,,0
fact_player_game_stats,fact,def_pass_intercepted,int64,,0
fact_player_game_stats,fact,screens,int64,,0
fact_player_game_stats,fact,front_of_net,int64,,0
fact_player_game_stats,fact,secondary_assists,int64,,0
fact_player_game_stats,fact,in_lane,int64,,0
fact_player_game_stats,fact,quick_ups,int64,,0
fact_player_game_stats,fact,second_touches,int64,,0
fact_player_game_stats,fact,delays,int64,,0
fact_player_game_stats,fact,loose_puck_losses,int64,,0
fact_player_game_stats,fact,turnover_recoveries,int64,,0
fact_player_game_stats,fact,dump_recoveries,int64,,0
fact_player_game_stats,fact,pressures,int64,,0
fact_player_game_stats,fact,contains,int64,,0
fact_player_game_stats,fact,forechecks,int64,,0
fact_player_game_stats,fact,give_and_go,int64,,0
fact_player_game_stats,fact,passes_deflected,int64,,0
fact_player_game_stats,fact,lost_puck,int64,,3
fact_player_game_stats,fact,force_wide,int64,,0
fact_player_game_stats,fact,man_on_man,int64,,0
fact_player_game_stats,fact,dekes_beat_defender,int64,,0
fact_player_game_stats,fact,box_outs,int64,,0
fact_player_game_stats,fact,primary_assists,int64,,0
fact_player_game_stats,fact,got_beat_wide,int64,,0
fact_player_game_stats,fact,zone_entry_denials,int64,,0
fact_player_game_stats,fact,surf_plays,int64,,0
fact_player_game_stats,fact,blocked_shots_play,int64,,2
fact_player_game_stats,fact,drives_middle_success,int64,,0
fact_player_game_stats,fact,drives_wide_success,int64,,0
fact_player_game_stats,fact,drives_corner_success,int64,,0
fact_player_game_stats,fact,zone_entry_denials_success,int64,,0
fact_player_game_stats,fact,breakouts_success,int64,,0
fact_player_game_stats,fact,zone_entry_carry,float64,,19.0
fact_player_game_stats,fact,zone_entry_pass,float64,,134.0
fact_player_game_stats,fact,zone_entry_dump,float64,,4.0
fact_player_game_stats,fact,zone_exit_carry,float64,,2.0
fact_player_game_stats,fact,zone_exit_pass,float64,,7.0
fact_player_game_stats,fact,zone_exit_dump,float64,,0.0
fact_player_game_stats,fact,zone_exit_clear,float64,,6.0
fact_player_game_stats,fact,zone_entries_controlled,float64,,153.0
fact_player_game_stats,fact,zone_entries_uncontrolled,float64,,4.0
fact_player_game_stats,fact,zone_entry_success_rate,float64,,0.0
fact_player_game_stats,fact,zone_entry_control_pct,float64,,1390.9
fact_player_game_stats,fact,zone_exits_controlled,float64,,7.0
fact_player_game_stats,fact,zone_exits_uncontrolled,float64,,0.0
fact_player_game_stats,fact,zone_exit_success_rate,float64,,0.0
fact_player_game_stats,fact,zone_exit_control_pct,float64,,100.0
fact_player_game_stats,fact,def_shots_against,int64,,4
fact_player_game_stats,fact,def_goals_against,int64,,0
fact_player_game_stats,fact,def_entries_allowed,int64,,6
fact_player_game_stats,fact,def_exits_denied,int64,,0
fact_player_game_stats,fact,def_times_beat_deke,int64,,0
fact_player_game_stats,fact,def_times_beat_speed,int64,,0
fact_player_game_stats,fact,def_times_beat_total,int64,,0
fact_player_game_stats,fact,def_takeaways,int64,,0
fact_player_game_stats,fact,def_forced_turnovers,int64,,0
fact_player_game_stats,fact,def_zone_clears,int64,,0
fact_player_game_stats,fact,def_blocked_shots,int64,,0
fact_player_game_stats,fact,def_interceptions,int64,,0
fact_player_game_stats,fact,def_stick_checks,int64,,0
fact_player_game_stats,fact,def_poke_checks,int64,,0
fact_player_game_stats,fact,def_body_checks,int64,,0
fact_player_game_stats,fact,def_coverage_assignments,int64,,0
fact_player_game_stats,fact,def_battles_won,int64,,0
fact_player_game_stats,fact,def_battles_lost,int64,,0
fact_player_game_stats,fact,giveaways_bad,float64,,1.0
fact_player_game_stats,fact,giveaways_neutral,float64,,4.0
fact_player_game_stats,fact,giveaways_good,float64,,3.0
fact_player_game_stats,fact,turnover_diff_adjusted,float64,,3.0
fact_player_game_stats,fact,turnovers_oz,float64,,3.0
fact_player_game_stats,fact,turnovers_nz,float64,,4.0
fact_player_game_stats,fact,turnovers_dz,float64,,1.0
fact_player_game_stats,fact,giveaway_rate_per_60,float64,,16.65
fact_player_game_stats,fact,takeaway_rate_per_60,float64,,6.24
fact_player_game_stats,fact,goals_rating_adj,float64,,0.0
fact_player_game_stats,fact,assists_rating_adj,float64,,0.0
fact_player_game_stats,fact,points_rating_adj,float64,,0.0
fact_player_game_stats,fact,plus_minus_rating_adj,float64,,-2.97
fact_player_game_stats,fact,cf_pct_rating_adj,float64,,0.0
fact_player_game_stats,fact,qoc_rating,float64,,3.85
fact_player_game_stats,fact,qot_rating,float64,,0.0
fact_player_game_stats,fact,expected_vs_rating,float64,,2.15
fact_player_game_stats,fact,xg_for,float64,,0.45
fact_player_game_stats,fact,xg_against,float64,,0.262
fact_player_game_stats,fact,xg_diff,float64,,0.188
fact_player_game_stats,fact,xg_pct,float64,,63.2
fact_player_game_stats,fact,goals_above_expected,float64,,-0.45
fact_player_game_stats,fact,shots_high_danger,float64,,1.0
fact_player_game_stats,fact,shots_medium_danger,float64,,3.0
fact_player_game_stats,fact,shots_low_danger,float64,,4.0
fact_player_game_stats,fact,scoring_chances,float64,,4.0
fact_player_game_stats,fact,high_danger_chances,float64,,1.0
fact_player_game_stats,fact,xg_per_shot,float64,,0.09
fact_player_game_stats,fact,shot_quality_avg,float64,,1.62
fact_player_game_stats,fact,offensive_rating,float64,,3.0
fact_player_game_stats,fact,defensive_rating,float64,,7.3
fact_player_game_stats,fact,hustle_rating,float64,,0.0
fact_player_game_stats,fact,playmaking_rating,float64,,0.9
fact_player_game_stats,fact,shooting_rating,float64,,1.7
fact_player_game_stats,fact,physical_rating,float64,,2.1
fact_player_game_stats,fact,impact_score,float64,,-22.4
fact_player_game_stats,fact,war_estimate,float64,,0.164
fact_player_game_stats,fact,avg_shift_too_long,float64,,43.1
fact_player_game_stats,fact,shift_length_warning,float64,,1.0
fact_player_game_stats,fact,fatigue_indicator,float64,,0.0
fact_player_game_stats,fact,sub_equity_score,float64,,20.7
fact_player_game_stats,fact,toi_vs_team_avg,float64,,1.21
fact_player_game_stats,fact,period_3_dropoff,float64,,0.0
fact_player_game_stats,fact,late_game_performance,float64,,0.0
fact_player_game_stats,fact,on_ice_sh_pct,float64,,3.4
fact_player_game_stats,fact,on_ice_sv_pct,float64,,115.4
fact_player_game_stats,fact,pdo,float64,,118.8
fact_player_game_stats,fact,pdo_5v5,float64,,100.0
fact_player_game_stats,fact,fo_wins_oz,float64,,4.0
fact_player_game_stats,fact,fo_wins_nz,float64,,5.0
fact_player_game_stats,fact,fo_wins_dz,float64,,5.0
fact_player_game_stats,fact,fo_losses_oz,float64,,2.0
fact_player_game_stats,fact,fo_losses_nz,float64,,3.0
fact_player_game_stats,fact,fo_losses_dz,float64,,3.0
fact_player_game_stats,fact,fo_pct_oz,float64,,66.7
fact_player_game_stats,fact,fo_pct_nz,float64,,62.5
fact_player_game_stats,fact,fo_pct_dz,float64,,62.5
fact_player_game_stats,fact,zone_starts_oz_pct,float64,,27.3
fact_player_game_stats,fact,zone_starts_dz_pct,float64,,36.4
fact_player_game_stats,fact,game_score,float64,,-0.05
fact_player_game_stats,fact,game_score_per_60,float64,,-0.1
fact_player_game_stats,fact,game_score_rating,float64,,45.5
fact_player_game_stats,fact,effective_game_rating,float64,,3.98
fact_player_game_stats,fact,rating_performance_delta,float64,,-2.02
fact_player_game_stats,fact,playing_above_rating,int64,,0
fact_player_game_stats,fact,playing_below_rating,int64,,1
fact_player_game_stats,fact,playing_at_rating,int64,,0
fact_player_game_stats,fact,performance_tier,object,,struggling
fact_player_game_stats,fact,performance_index,float64,,49.5
fact_player_game_stats,fact,shots_successful,float64,,5.0
fact_player_game_stats,fact,shots_unsuccessful,float64,,8.0
fact_player_game_stats,fact,passes_successful,float64,,31.0
fact_player_game_stats,fact,passes_unsuccessful,float64,,21.0
fact_player_game_stats,fact,plays_successful,float64,,23.0
fact_player_game_stats,fact,plays_unsuccessful,float64,,12.0
fact_player_game_stats,fact,entries_successful,float64,,28.0
fact_player_game_stats,fact,entries_unsuccessful,float64,,9.0
fact_player_game_stats,fact,exits_successful,float64,,0.0
fact_player_game_stats,fact,exits_unsuccessful,float64,,0.0
fact_player_game_stats,fact,total_successful_plays,float64,,87.0
fact_player_game_stats,fact,total_unsuccessful_plays,float64,,50.0
fact_player_game_stats,fact,overall_success_rate,float64,,63.5
fact_player_game_stats,fact,shot_success_rate,float64,,38.5
fact_player_game_stats,fact,pass_success_rate,float64,,59.6
fact_player_game_stats,fact,play_success_rate,float64,,65.7
fact_player_game_stats,fact,times_pass_target,float64,,18.0
fact_player_game_stats,fact,passes_received_successful,float64,,12.0
fact_player_game_stats,fact,passes_received_unsuccessful,float64,,6.0
fact_player_game_stats,fact,pass_reception_rate,float64,,66.7
fact_player_game_stats,fact,times_target_oz,float64,,0.0
fact_player_game_stats,fact,times_target_nz,float64,,0.0
fact_player_game_stats,fact,times_target_dz,float64,,0.0
fact_player_game_stats,fact,slot_passes_received,float64,,0.0
fact_player_game_stats,fact,cross_ice_passes_received,float64,,0.0
fact_player_game_stats,fact,odd_man_rushes,int64,,0
fact_player_game_stats,fact,odd_man_rush_goals,int64,,0
fact_player_game_stats,fact,odd_man_rush_shots,int64,,0
fact_player_game_stats,fact,breakaway_attempts,int64,,0
fact_player_game_stats,fact,breakaway_goals,int64,,0
fact_player_game_stats,fact,2on1_rushes,int64,,0
fact_player_game_stats,fact,3on2_rushes,int64,,0
fact_player_game_stats,fact,2on0_rushes,int64,,0
fact_player_game_stats,fact,rush_entries,int64,,16
fact_player_game_stats,fact,rush_shots,int64,,2
fact_player_game_stats,fact,rush_goals,int64,,0
fact_player_game_stats,fact,counter_attacks,int64,,0
fact_player_game_stats,fact,transition_plays,int64,,2
fact_player_game_stats,fact,times_targeted_by_opp,float64,,65.0
fact_player_game_stats,fact,times_targeted_shots,float64,,4.0
fact_player_game_stats,fact,times_targeted_entries,float64,,5.0
fact_player_game_stats,fact,times_targeted_passes,float64,,12.0
fact_player_game_stats,fact,times_targeted_as_defender,float64,,58.0
fact_player_game_stats,fact,defensive_assignments,float64,,58.0
fact_player_game_stats,fact,times_attacked,float64,,36.0
fact_player_game_stats,fact,times_attacked_successfully,float64,,18.0
fact_player_game_stats,fact,times_attacked_unsuccessfully,float64,,18.0
fact_player_game_stats,fact,defensive_success_rate,float64,,50.0
fact_player_game_stats,fact,times_ep3,float64,,1.0
fact_player_game_stats,fact,times_ep4,float64,,0.0
fact_player_game_stats,fact,times_ep5,float64,,0.0
fact_player_game_stats,fact,times_opp2,float64,,7.0
fact_player_game_stats,fact,times_opp3,float64,,0.0
fact_player_game_stats,fact,times_opp4,float64,,0.0
fact_player_game_stats,fact,total_on_ice_events,float64,,224.0
fact_player_game_stats,fact,puck_touches_estimated,float64,,128.0
fact_player_game_stats,fact,involvement_rate,float64,,70.5
fact_player_game_stats,fact,support_plays,float64,,1.0
fact_player_game_stats,fact,goals_leading,int64,,0
fact_player_game_stats,fact,goals_trailing,int64,,0
fact_player_game_stats,fact,goals_tied,int64,,0
fact_player_game_stats,fact,shots_leading,int64,,0
fact_player_game_stats,fact,shots_trailing,int64,,0
fact_player_game_stats,fact,shots_tied,int64,,0
fact_player_game_stats,fact,first_period_points,int64,,0
fact_player_game_stats,fact,second_period_points,int64,,0
fact_player_game_stats,fact,third_period_points,int64,,0
fact_player_game_stats,fact,first_period_shots,int64,,1
fact_player_game_stats,fact,second_period_shots,int64,,1
fact_player_game_stats,fact,third_period_shots,int64,,7
fact_player_game_stats,fact,clutch_goals,int64,,0
fact_player_game_stats,fact,empty_net_goals_for,int64,,0
fact_player_game_stats,fact,shorthanded_goals,int64,,0
fact_player_game_stats,fact,offensive_contribution,float64,,2.5
fact_player_game_stats,fact,defensive_contribution,float64,,8.5
fact_player_game_stats,fact,two_way_rating,float64,,5.5
fact_player_game_stats,fact,puck_possession_index,float64,,73.3
fact_player_game_stats,fact,danger_creation_rate,float64,,0.6
fact_player_game_stats,fact,efficiency_score,float64,,-0.03
fact_player_game_stats,fact,clutch_factor,float64,,0.0
fact_player_game_stats,fact,complete_player_score,float64,,3.1
fact_player_micro_stats,fact,micro_stat_key,object,PK,PG1896978240_blocked_shots_play
fact_player_micro_stats,fact,player_game_key,object,FK,PG1896978240
fact_player_micro_stats,fact,game_id,int64,FK,18969
fact_player_micro_stats,fact,player_id,object,FK,P100001
fact_player_micro_stats,fact,micro_stat,object,,blocked_shots_play
fact_player_micro_stats,fact,count,int64,,2
fact_player_pair_stats,fact,game_id,int64,PK,18969
fact_player_pair_stats,fact,player_1_id,object,FK,P100001
fact_player_pair_stats,fact,player_1_name,object,,Sam Downs
fact_player_pair_stats,fact,player_1_rating,float64,,6.0
fact_player_pair_stats,fact,player_2_id,object,FK,P100002
fact_player_pair_stats,fact,player_2_name,object,,Kevin White
fact_player_pair_stats,fact,player_2_rating,float64,,4.0
fact_player_pair_stats,fact,shifts_together,int64,,14
fact_player_pair_stats,fact,toi_together_seconds,int64,,475
fact_player_pair_stats,fact,combined_rating,float64,,5.0
fact_player_pair_stats,fact,home_team_id,object,FK,N10008
fact_player_pair_stats,fact,away_team_id,object,FK,N10010
fact_player_period_stats,fact,player_period_key,object,PK,18969_P100001_1.0
fact_player_period_stats,fact,game_id,int64,FK,18969
fact_player_period_stats,fact,player_id,object,FK,P100001
fact_player_period_stats,fact,period,int64,,1
fact_player_period_stats,fact,events,int64,,62
fact_player_period_stats,fact,shots,int64,,3
fact_player_period_stats,fact,goals,int64,,0
fact_player_period_stats,fact,passes,int64,,17
fact_player_period_stats,fact,turnovers,int64,,5
fact_player_period_stats,fact,period_id,object,FK,P0001
fact_player_stats_long,fact,player_stat_key,object,PK,PG1896978240_shots
fact_player_stats_long,fact,player_game_key,object,FK,PG1896978240
fact_player_stats_long,fact,game_id,int64,FK,18969
fact_player_stats_long,fact,player_id,object,FK,P100001
fact_player_stats_long,fact,stat_name,object,,shots
fact_player_stats_long,fact,stat_value,int64,,9
fact_player_xy_long,fact,player_xy_key,object,PK,
fact_player_xy_long,fact,game_id,object,FK,
fact_player_xy_long,fact,event_index,object,,
fact_player_xy_long,fact,event_key,object,FK,
fact_player_xy_long,fact,player_id,object,FK,
fact_player_xy_long,fact,player_key,object,FK,
fact_player_xy_long,fact,team_id,object,FK,
fact_player_xy_long,fact,team_venue,object,,
fact_player_xy_long,fact,point_number,object,,
fact_player_xy_long,fact,x,object,,
fact_player_xy_long,fact,y,object,,
fact_player_xy_long,fact,timestamp,object,,
fact_player_xy_long,fact,rink_coord_id,object,FK,
fact_player_xy_long,fact,rink_coord_id_home,object,,
fact_player_xy_long,fact,rink_coord_id_away,object,,
fact_player_xy_long,fact,venue_id,object,FK,
fact_player_xy_wide,fact,player_xy_key,object,PK,
fact_player_xy_wide,fact,game_id,object,FK,
fact_player_xy_wide,fact,event_index,object,,
fact_player_xy_wide,fact,event_key,object,FK,
fact_player_xy_wide,fact,player_id,object,FK,
fact_player_xy_wide,fact,player_key,object,FK,
fact_player_xy_wide,fact,team_id,object,FK,
fact_player_xy_wide,fact,team_venue,object,,
fact_player_xy_wide,fact,point_count,object,,
fact_player_xy_wide,fact,x_1,object,,
fact_player_xy_wide,fact,y_1,object,,
fact_player_xy_wide,fact,timestamp_1,object,,
fact_player_xy_wide,fact,rink_coord_id_1,object,,
fact_player_xy_wide,fact,x_2,object,,
fact_player_xy_wide,fact,y_2,object,,
fact_player_xy_wide,fact,timestamp_2,object,,
fact_player_xy_wide,fact,rink_coord_id_2,object,,
fact_player_xy_wide,fact,x_3,object,,
fact_player_xy_wide,fact,y_3,object,,
fact_player_xy_wide,fact,timestamp_3,object,,
fact_player_xy_wide,fact,rink_coord_id_3,object,,
fact_player_xy_wide,fact,x_4,object,,
fact_player_xy_wide,fact,y_4,object,,
fact_player_xy_wide,fact,timestamp_4,object,,
fact_player_xy_wide,fact,rink_coord_id_4,object,,
fact_player_xy_wide,fact,x_5,object,,
fact_player_xy_wide,fact,y_5,object,,
fact_player_xy_wide,fact,timestamp_5,object,,
fact_player_xy_wide,fact,rink_coord_id_5,object,,
fact_player_xy_wide,fact,x_6,object,,
fact_player_xy_wide,fact,y_6,object,,
fact_player_xy_wide,fact,timestamp_6,object,,
fact_player_xy_wide,fact,rink_coord_id_6,object,,
fact_player_xy_wide,fact,x_7,object,,
fact_player_xy_wide,fact,y_7,object,,
fact_player_xy_wide,fact,timestamp_7,object,,
fact_player_xy_wide,fact,rink_coord_id_7,object,,
fact_player_xy_wide,fact,x_8,object,,
fact_player_xy_wide,fact,y_8,object,,
fact_player_xy_wide,fact,timestamp_8,object,,
fact_player_xy_wide,fact,rink_coord_id_8,object,,
fact_player_xy_wide,fact,x_9,object,,
fact_player_xy_wide,fact,y_9,object,,
fact_player_xy_wide,fact,timestamp_9,object,,
fact_player_xy_wide,fact,rink_coord_id_9,object,,
fact_player_xy_wide,fact,x_10,object,,
fact_player_xy_wide,fact,y_10,object,,
fact_player_xy_wide,fact,timestamp_10,object,,
fact_player_xy_wide,fact,rink_coord_id_10,object,,
fact_player_xy_wide,fact,venue_id,object,FK,
fact_playergames,fact,ID,object,,20242025C
fact_playergames,fact,Date,object,,2025-04-27 00:00:00
fact_playergames,fact,Type,object,,Championship
fact_playergames,fact,Team,object,,HollowBrook
fact_playergames,fact,Opp,object,,Triple J
fact_playergames,fact,#,int64,,2
fact_playergames,fact,Player,object,,Hunter Winegarner – 5
fact_playergames,fact,Position,object,,Forward
fact_playergames,fact,GP,int64,,1
fact_playergames,fact,G,int64,,1
fact_playergames,fact,A,int64,,0
fact_playergames,fact,GA,int64,,0
fact_playergames,fact,PIM,int64,,0
fact_playergames,fact,SO,int64,,0
fact_playergames,fact,Rank,float64,,5.0
fact_playergames,fact,ID2,object,,20242025CHollowBrook
fact_playergames,fact,ID3,object,,20242025CTriple J
fact_playergames,fact,Season,object,,2024-2025
fact_playergames,fact,SeasonPlayerID,object,,2024-2025Hunter Winegarner – 5
fact_playergames,fact,player_game_id,object,FK,PG_20242025C_Hunter_Winegarner_–_
fact_playergames,fact,event_type_id,float64,FK,nan
fact_playergames,fact,position_id,object,FK,PS0004
fact_playergames,fact,team_id,object,FK,N10003
fact_playergames,fact,opp_team_id,object,FK,N10009
fact_playergames,fact,season_id,float64,FK,nan
fact_plays,fact,play_id,object,PK,PL1896900002
fact_plays,fact,game_id,int64,FK,18969
fact_plays,fact,sequence_id,object,FK,SQ1896900002
fact_plays,fact,play_index,int64,,2
fact_plays,fact,first_event,float64,,1000.0
fact_plays,fact,last_event,float64,,1000.0
fact_plays,fact,event_count,int64,,1
fact_plays,fact,sequence_index,int64,,2
fact_plays,fact,team,object,,nan
fact_plays,fact,zone,object,,nan
fact_plays,fact,has_shot,bool,,False
